100,500,1000,5000,10000,50000,90000,200000,250000,390000,450000,500000,600000,800000,1000000,2000000,4000000,6000000,8000000,10000000
177470,177470,177470,177470,177470,177470,185470,193470,201470,378940,386940,394940,402940,418940,612410,1047350,2094700,3142050,4189400,5067280
